(0.9685210312075984, 0.9670636846798947, 0.9719671338811019, 0.9798603215851875, 0.9642000958926003, array([4674,  224,  124, 6033]))
(0.969606512890095, 0.9683721708794107, 0.9728901081168307, 0.9792106545395485, 0.9666506333173, array([4690,  208,  128, 6029]))
(0.9659882406151062, 0.9644767384910415, 0.9697164948453609, 0.9777489036868605, 0.9618149864195559, array([4659,  239,  137, 6020]))
(0.9638172772501131, 0.9623189963347131, 0.9677731227844022, 0.9754750690271236, 0.9601918465227818, array([4649,  249,  151, 6006]))
(0.9637268204432383, 0.9619246764248921, 0.9677678643195885, 0.9777489036868605, 0.9579885423297263, array([4634,  264,  137, 6020]))
(0.9645409317051108, 0.9628642928706469, 0.9684633950120676, 0.9775864869254507, 0.9595090068547745, array([4644,  254,  138, 6019]))
(0.9645409317051108, 0.9628851669725881, 0.9684583199227551, 0.977424070164041, 0.95965555732738, array([4645,  253,  139, 6018]))
(0.9604703753957485, 0.9587715595981641, 0.9648346342641024, 0.9736884846516161, 0.956140350877193, array([4623,  275,  162, 5995]))
(0.95359565807327, 0.9512011578345395, 0.9589106928313977, 0.9722267337989281, 0.9459544879898862, array([4556,  342,  171, 5986]))
(0.9218453188602442, 0.9180212173723196, 0.9313304721030042, 0.9515998050998863, 0.9119066147859922, array([4332,  566,  298, 5859]))
(0.9182270465852556, 0.9140631626781272, 0.9283108643933387, 0.9506253045314277, 0.9070199907019991, array([4298,  600,  304, 5853]))
(0.9153324287652645, 0.9111096347625722, 0.9257849666983825, 0.948189053110281, 0.9044151820294345, array([4281,  617,  319, 5838]))
(0.9171415649027589, 0.9128799210902574, 0.9274052940244095, 0.950300471008608, 0.9055873703761028, array([4288,  610,  306, 5851]))
(0.9150610583446405, 0.9108033873146342, 0.9255648038049941, 0.948189053110281, 0.9039950449055435, array([4278,  620,  319, 5838]))
(0.9061058344640435, 0.9020749122607942, 0.9175011921793037, 0.9374695468572357, 0.8983657587548638, array([4245,  653,  385, 5772]))
(0.8042514699231117, 0.800927818184483, 0.8252866139189406, 0.8301120675653727, 0.8205169369080109, array([3780, 1118, 1046, 5111]))
(0.7754862053369516, 0.7705947471010531, 0.8014399999999999, 0.8135455579015755, 0.7896894214094277, array([3564, 1334, 1148, 5009]))
(0.7541383989145183, 0.7462319178713682, 0.7870239774330042, 0.8156569757999026, 0.760333080999243, array([3315, 1583, 1135, 5022]))
(0.7460877431026685, 0.7376266812605211, 0.7807887543928153, 0.8119213902874777, 0.7519554753309265, array([3249, 1649, 1158, 4999]))
(0.7336951605608322, 0.7252904351913683, 0.769712140175219, 0.7990904661361052, 0.7424173834314169, array([3191, 1707, 1237, 4920]))
(0.7172320217096336, 0.7065653046362126, 0.7591679506933745, 0.8002273834659737, 0.7221163710977576, array([3002, 1896, 1230, 4927]))
(0.7099050203527816, 0.6982966235418884, 0.7544598422785392, 0.8002273834659737, 0.7136442641946698, array([2921, 1977, 1230, 4927]))
(0.7086386250565355, 0.6975771882508419, 0.7523641116321981, 0.7947052135780412, 0.7143065693430657, array([2941, 1957, 1264, 4893]))
(0.7151515151515152, 0.7065761810546982, 0.7535415199186037, 0.7818742894266688, 0.7271903323262839, array([3092, 1806, 1343, 4814]))
(0.7127091813658978, 0.7040078209407268, 0.7516033161270139, 0.7804125385739809, 0.7248453763765274, array([3074, 1824, 1352, 4805]))
(0.7086386250565355, 0.7065948002893924, 0.7347442971259163, 0.7245411726490174, 0.7452388907450719, array([3373, 1525, 1696, 4461]))
(0.6938941655359566, 0.6874922115890494, 0.7301865731143359, 0.7437063504953711, 0.7171495693030541, array([3092, 1806, 1578, 4579]))
(0.5905924920850294, 0.5570118645145772, 0.6985881726158764, 0.8518759135942829, 0.5920532791511457, array([1284, 3614,  912, 5245]))
(0.5754862053369516, 0.5432621980193909, 0.6843344319634088, 0.8262140652915381, 0.5840413318025258, array([1275, 3623, 1070, 5087]))
(0.557756671189507, 0.5144451604016396, 0.6926510341359151, 0.8947539386064642, 0.565025641025641, array([ 657, 4241,  648, 5509]))
(0.5685210312075983, 0.5279080442587996, 0.6954411952496488, 0.8845216826376482, 0.5729615991583377, array([ 839, 4059,  711, 5446]))
